CreatedDate,CreatedTime,Symbol,Type,Volume,Price,Side,CallPut,Strike,Spot,Premium,ExpirationDate,Color,ImpliedVolatility,Dte,ER,StockEtf,Sector,Uoa,Weekly,MktCap,OI
7/24/2026,10:10:08 AM,LRCX,ML/,11,25.82,,CALL,330,311.77,28402,8/21/2026,WHITE,0,28,F,STOCK,Information Technology,F,F,512158000000,812
7/24/2026,10:10:17 AM,HOOD,SWEEP,51,2.5,,PUT,85,95.67,12750,8/7/2026,WHITE,0,14,F,STOCK,Financials,F,T,95192000000,333
7/24/2026,10:10:29 AM,HOOD,SWEEP,51,2.47,,PUT,85,95.67,12597,8/7/2026,WHITE,0,14,F,STOCK,Financials,F,T,95192000000,333
7/24/2026,10:10:33 AM,LLY,ML/,10,49.5,,CALL,1200,1197.81,49500,8/7/2026,WHITE,0,14,F,STOCK,Health Care,F,T,1037874000000,151
7/24/2026,10:10:33 AM,LLY,ML/,10,38.5,,CALL,1225,1197.81,38500,8/7/2026,WHITE,0,14,F,STOCK,Health Care,F,T,1037874000000,24
7/24/2026,10:11:04 AM,LLY,BLOCK,1,308,,CALL,1100,1197.81,30800,1/21/2028,WHITE,0,546,F,STOCK,Health Care,F,F,1037874000000,438
7/24/2026,10:11:06 AM,LRCX,ML/,5,109.7,,CALL,290,311.77,54850,6/17/2027,WHITE,0,328,F,STOCK,Information Technology,F,T,512158000000,54
7/24/2026,10:11:06 AM,LRCX,ML/,5,106.1,,CALL,270,311.77,53050,3/19/2027,WHITE,0,238,F,STOCK,Information Technology,F,F,512158000000,0
7/24/2026,10:11:11 AM,HOOD,SWEEP,80,4,,CALL,103,95.67,32000,8/7/2026,WHITE,0,14,F,STOCK,Financials,F,T,95192000000,169
7/24/2026,10:11:14 AM,CRWV,SWEEP,212,1.69,,CALL,84,75.095,35828,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,49810000000,992
7/24/2026,10:11:18 AM,CRWV,ML/,30,10.4487,,PUT,85,75.095,31346,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,49810000000,2180
7/24/2026,10:11:34 AM,WDC,BLOCK,4,112,,CALL,600,529.11,44800,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,252521000000,371
7/24/2026,10:11:37 AM,HOOD,BLOCK,45,16.45,,CALL,100,95.67,74025,12/18/2026,WHITE,0,147,F,STOCK,Financials,F,F,95192000000,3971
7/24/2026,10:11:38 AM,CRWV,BLOCK,100,1.1,,CALL,140,75.095,11000,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,49810000000,6587
7/24/2026,10:12:00 AM,HOOD,SWEEP,56,3.85,,CALL,100,95.67,21560,7/31/2026,WHITE,0,7,F,STOCK,Financials,F,T,95192000000,2390
7/24/2026,10:12:01 AM,HOOD,ML/,160,6.093,,CALL,120,95.67,97488,10/16/2026,WHITE,0,84,F,STOCK,Financials,F,F,95192000000,2968
7/24/2026,10:12:01 AM,HOOD,ML/,320,1.5986,,CALL,160,95.67,51156,10/16/2026,WHITE,0,84,F,STOCK,Financials,F,F,95192000000,729
7/24/2026,10:12:22 AM,PLTR,BLOCK,50,9.9,,PUT,90,122.85,49500,6/17/2027,WHITE,0,328,F,STOCK,Information Technology,F,T,286478000000,6681
7/24/2026,10:12:24 AM,HOOD,ML/,40,10.75,,PUT,104,95.67,43000,7/31/2026,WHITE,0,7,F,STOCK,Financials,F,T,95192000000,111
7/24/2026,10:12:24 AM,HOOD,ML/,40,10.05,,PUT,103,95.67,40200,7/31/2026,WHITE,0,7,F,STOCK,Financials,F,T,95192000000,364
7/24/2026,10:12:34 AM,WDC,BLOCK,20,19,,PUT,500,529.11,38000,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,252521000000,322
7/24/2026,10:13:07 AM,HOOD,ML/,10,57.17,,CALL,40,95.67,57170,1/15/2027,WHITE,0,175,F,STOCK,Financials,F,F,95192000000,3111
7/24/2026,10:13:07 AM,HOOD,ML/,10,56.42,,CALL,60,95.67,56420,12/15/2028,WHITE,0,875,F,STOCK,Financials,F,F,95192000000,10
7/24/2026,10:13:33 AM,HOOD,BLOCK,110,1.3312,,CALL,125,95.67,14643,8/21/2026,WHITE,0,28,F,STOCK,Financials,F,F,95192000000,4597
7/24/2026,10:14:01 AM,CRWV,ML/,100,1,,PUT,66,75.095,10000,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,49810000000,558
7/24/2026,10:14:21 AM,WDC,BLOCK,10,32.79,,CALL,537.5,529.11,32790,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,252521000000,0
7/24/2026,10:14:27 AM,LLY,BLOCK,1,255,,CALL,1000,1197.81,25500,12/18/2026,WHITE,0,147,F,STOCK,Health Care,F,F,1037874000000,946
7/24/2026,10:14:47 AM,LRCX,SWEEP,209,12.9814,,CALL,370,311.77,271311,8/21/2026,WHITE,0,28,F,STOCK,Information Technology,F,F,512158000000,2596
7/24/2026,10:14:47 AM,CRWV,BLOCK,30,27.88,,CALL,82.5,75.095,83640,9/17/2027,WHITE,0,420,F,STOCK,Information Technology,F,F,49810000000,47
7/24/2026,10:15:06 AM,LLY,ML/,3,90.2,,CALL,1115,1197.81,27060,7/31/2026,WHITE,0,7,F,STOCK,Health Care,F,T,1037874000000,12
7/24/2026,10:15:06 AM,LLY,BLOCK,1,375,,CALL,940,1197.81,37500,9/17/2027,WHITE,0,420,F,STOCK,Health Care,F,F,1037874000000,19
7/24/2026,10:15:08 AM,LLY,BLOCK,10,57.5,,PUT,1200,1197.81,57500,8/21/2026,WHITE,0,28,F,STOCK,Health Care,F,F,1037874000000,194
7/24/2026,10:15:26 AM,LRCX,SWEEP,199,1.9605,,PUT,240,311.77,39013,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,512158000000,245
7/24/2026,10:15:33 AM,LLY,BLOCK,5,63,,CALL,1200,1197.81,31500,8/21/2026,WHITE,0,28,F,STOCK,Health Care,F,F,1037874000000,2311
7/24/2026,10:15:35 AM,LLY,BLOCK,5,145,,CALL,1200,1197.81,72500,1/15/2027,WHITE,0,175,F,STOCK,Health Care,F,F,1037874000000,1339
7/24/2026,10:15:35 AM,ASML,BLOCK,1,618,,CALL,2000,1769.529,61800,12/15/2028,WHITE,0,875,F,STOCK,Information Technology,F,F,758742000000,110
7/24/2026,10:15:43 AM,HOOD,BLOCK,25,10.14,,PUT,100,95.67,25350,8/14/2026,WHITE,0,21,F,STOCK,Financials,F,T,95192000000,330
7/24/2026,10:15:48 AM,WDC,BLOCK,34,20.0324,,PUT,500,529.11,68110,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,252521000000,322
7/24/2026,10:15:49 AM,CRWV,ML/,200,1.11,,PUT,66,75.095,22200,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,49810000000,558
7/24/2026,10:15:49 AM,CRWV,ML/,200,0.73,,PUT,64,75.095,14600,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,49810000000,0
7/24/2026,10:15:54 AM,HOOD,BLOCK,50,10.2138,,PUT,100,95.67,51069,8/14/2026,WHITE,0,21,F,STOCK,Financials,F,T,95192000000,330
7/24/2026,10:15:57 AM,CRWV,ML/,200,0.76,,PUT,64,75.095,15200,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,49810000000,0
7/24/2026,10:16:00 AM,PLTR,BLOCK,37,10.3,,PUT,105,122.85,38110,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,286478000000,15212
7/24/2026,10:16:01 AM,LLY,BLOCK,5,195,,CALL,1020,1197.81,97500,8/21/2026,WHITE,0,28,F,STOCK,Health Care,F,F,1037874000000,138
7/24/2026,10:16:05 AM,LLY,BLOCK,1,250.5,,CALL,1160,1197.81,25050,9/17/2027,WHITE,0,420,F,STOCK,Health Care,F,F,1037874000000,23
7/24/2026,10:16:09 AM,WDC,ML/,7,66.47,,CALL,580,529.11,46529,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,252521000000,165
7/24/2026,10:16:09 AM,WDC,ML/,7,38.92,,CALL,680,529.11,27244,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,252521000000,70
7/24/2026,10:16:09 AM,HOOD,BLOCK,18,16.7772,,CALL,175,95.67,30199,1/21/2028,WHITE,0,546,F,STOCK,Financials,F,F,95192000000,0
7/24/2026,10:16:10 AM,HOOD,ML/,50,5.78,,CALL,95,95.67,28900,7/31/2026,WHITE,0,7,F,STOCK,Financials,F,T,95192000000,493
7/24/2026,10:16:16 AM,LRCX,SWEEP,3,97.6,,CALL,220,311.77,29280,8/21/2026,WHITE,0,28,F,STOCK,Information Technology,F,F,512158000000,70
7/24/2026,10:16:17 AM,LRCX,SWEEP,6,97.55,,CALL,220,311.77,58530,8/21/2026,WHITE,0,28,F,STOCK,Information Technology,F,F,512158000000,70
7/24/2026,10:16:18 AM,LRCX,SWEEP,6,97.5,,CALL,220,311.77,58500,8/21/2026,WHITE,0,28,F,STOCK,Information Technology,F,F,512158000000,70
7/24/2026,10:16:19 AM,LRCX,SWEEP,15,97.4567,,CALL,220,311.77,146185,8/21/2026,WHITE,0,28,F,STOCK,Information Technology,F,F,512158000000,70
7/24/2026,10:16:19 AM,LRCX,ML/,3,110.9,,CALL,260,311.77,33270,3/19/2027,WHITE,0,238,F,STOCK,Information Technology,F,F,512158000000,0
7/24/2026,10:16:35 AM,PLTR,SWEEP,93,9.35,,CALL,160,122.85,86955,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,286478000000,13342
7/24/2026,10:16:38 AM,PLTR,BLOCK,27,9.35,,CALL,160,122.85,25245,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,286478000000,13342
7/24/2026,10:16:51 AM,PLTR,BLOCK,50,8.478,,PUT,100,122.85,42390,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,286478000000,11238
7/24/2026,10:16:56 AM,ASML,BLOCK,4,67.67,,PUT,1785,1769.529,27068,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,758742000000,0
7/24/2026,10:17:07 AM,PLTR,BLOCK,34,9.95,,PUT,100,122.85,33830,2/19/2027,WHITE,0,210,F,STOCK,Information Technology,F,F,286478000000,928
7/24/2026,10:17:07 AM,PLTR,BLOCK,3,108.05,,PUT,230,122.85,32415,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,286478000000,0
7/24/2026,10:17:08 AM,WDC,BLOCK,15,38,,CALL,520,529.11,57000,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,252521000000,45
7/24/2026,10:17:09 AM,LLY,ML/,1,269.44,,CALL,940,1197.81,26944,8/21/2026,WHITE,0,28,F,STOCK,Health Care,F,F,1037874000000,0
7/24/2026,10:17:11 AM,LRCX,SWEEP,12,25.2833,,CALL,302.5,311.77,30340,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,512158000000,0
7/24/2026,10:17:14 AM,CRWV,ML/,151,4.4282,,CALL,75,75.095,66866,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,49810000000,463
7/24/2026,10:17:28 AM,LRCX,SWEEP,16,34.5562,,PUT,260,311.77,55290,11/20/2026,WHITE,0,119,F,STOCK,Information Technology,F,F,512158000000,285
7/24/2026,10:17:29 AM,LLY,BLOCK,7,39.8286,,CALL,1177.5,1197.81,27880,7/31/2026,WHITE,0,7,F,STOCK,Health Care,F,T,1037874000000,0
7/24/2026,10:17:43 AM,LLY,SWEEP,12,66.6542,,CALL,1177.5,1197.81,79985,8/7/2026,WHITE,0,14,F,STOCK,Health Care,F,T,1037874000000,0
7/24/2026,10:17:44 AM,LLY,SWEEP,10,59.435,,CALL,1190,1197.81,59435,8/7/2026,WHITE,0,14,F,STOCK,Health Care,F,T,1037874000000,113
7/24/2026,10:17:44 AM,LLY,SWEEP,17,22.1971,,CALL,1280,1197.81,37735,8/7/2026,WHITE,0,14,F,STOCK,Health Care,F,T,1037874000000,274
7/24/2026,10:17:51 AM,ASML,BLOCK,1,327.25,,CALL,1700,1769.529,32725,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,758742000000,200
7/24/2026,10:17:56 AM,PLTR,BLOCK,31,8.25,,PUT,95,122.85,25575,2/19/2027,WHITE,0,210,F,STOCK,Information Technology,F,F,286478000000,232
7/24/2026,10:17:58 AM,PLTR,BLOCK,32,9.3,,CALL,160,122.85,29760,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,286478000000,13342
7/24/2026,10:18:10 AM,HOOD,SWEEP,39,15.9369,,CALL,180,95.67,62154,1/21/2028,WHITE,0,546,F,STOCK,Financials,F,F,95192000000,2113
7/24/2026,10:18:16 AM,PLTR,BLOCK,100,1.01,,CALL,130,122.85,10100,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,286478000000,22997
7/24/2026,10:18:18 AM,CRWV,SWEEP,378,4.3985,,PUT,75,75.095,166265,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,49810000000,2684
7/24/2026,10:18:18 AM,CRWV,SWEEP,144,4.3858,,PUT,75,75.095,63155,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,49810000000,2684
7/24/2026,10:18:20 AM,LRCX,BLOCK,10,86.8,,CALL,240,311.77,86800,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,512158000000,1485
7/24/2026,10:18:35 AM,CRWV,BLOCK,55,2.05,,CALL,120,75.095,11275,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,49810000000,14722
7/24/2026,10:18:37 AM,ASML,ML/,20,101.707,,CALL,1700,1769.529,203414,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,758742000000,77
7/24/2026,10:18:52 AM,PLTR,BLOCK,55,2.06,,CALL,140,122.85,11330,8/7/2026,WHITE,0,14,F,STOCK,Information Technology,F,T,286478000000,2651
7/24/2026,10:18:54 AM,WDC,BLOCK,1,415.75,,CALL,115,529.11,41575,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,252521000000,0
7/24/2026,10:18:58 AM,HOOD,BLOCK,54,2.8094,,CALL,160,95.67,15171,11/20/2026,WHITE,0,119,F,STOCK,Financials,F,F,95192000000,2271
7/24/2026,10:18:58 AM,LRCX,BLOCK,100,7.0368,,CALL,400,311.77,70368,8/21/2026,WHITE,0,28,F,STOCK,Information Technology,F,F,512158000000,6687
7/24/2026,10:19:06 AM,HOOD,SWEEP,62,2.3077,,CALL,130,95.67,14308,9/18/2026,WHITE,0,56,F,STOCK,Financials,F,F,95192000000,2918
7/24/2026,10:19:08 AM,PLTR,BLOCK,50,8.25,,PUT,95,122.85,41250,2/19/2027,WHITE,0,210,F,STOCK,Information Technology,F,F,286478000000,232
7/24/2026,10:19:12 AM,LRCX,ML/,4,64.64,,CALL,600,311.77,25856,1/21/2028,WHITE,0,546,F,STOCK,Information Technology,F,F,512158000000,948
7/24/2026,10:19:12 AM,LRCX,ML/,4,85.68,,CALL,470,311.77,34272,1/21/2028,WHITE,0,546,F,STOCK,Information Technology,F,F,512158000000,0
7/24/2026,10:19:14 AM,LRCX,ML/,4,85.55,B,CALL,470,311.77,34220,1/21/2028,WHITE,0,546,F,STOCK,Information Technology,F,F,512158000000,0
7/24/2026,10:19:14 AM,LRCX,ML/,4,64.66,,CALL,600,311.77,25864,1/21/2028,WHITE,0,546,F,STOCK,Information Technology,F,F,512158000000,948
7/24/2026,10:19:33 AM,WDC,ML/,10,76.7,,PUT,390,529.11,76700,3/19/2027,WHITE,0,238,F,STOCK,Information Technology,F,F,252521000000,0
7/24/2026,10:19:33 AM,WDC,ML/,10,62.3,,PUT,390,529.11,62300,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,252521000000,371
7/24/2026,10:19:41 AM,LRCX,ML/,10,64.6,,CALL,600,311.77,64600,1/21/2028,WHITE,0,546,F,STOCK,Information Technology,F,F,512158000000,948
7/24/2026,10:19:45 AM,LRCX,ML/,10,64.65,,CALL,600,311.77,64650,1/21/2028,WHITE,0,546,F,STOCK,Information Technology,F,F,512158000000,948
7/24/2026,10:20:29 AM,CRWV,BLOCK,3,133.5,,PUT,200,75.095,40050,12/15/2028,WHITE,0,875,F,STOCK,Information Technology,F,F,49810000000,5802
7/24/2026,10:20:44 AM,HOOD,BLOCK,34,19.5,,PUT,95,95.67,66300,2/19/2027,WHITE,0,210,F,STOCK,Financials,F,F,95192000000,0
7/24/2026,10:20:44 AM,HOOD,BLOCK,36,33.2,A,PUT,110,95.67,119520,6/17/2027,WHITE,0,328,F,STOCK,Financials,F,T,95192000000,281
7/24/2026,10:20:47 AM,LLY,SWEEP,5,72.97,,CALL,1135,1197.81,36485,7/31/2026,WHITE,0,7,F,STOCK,Health Care,F,T,1037874000000,26
7/24/2026,10:21:08 AM,HOOD,ML/,35,7.67,,CALL,130,95.67,26845,12/18/2026,WHITE,0,147,F,STOCK,Financials,F,F,95192000000,3547
7/24/2026,10:21:10 AM,HOOD,BLOCK,100,1.7,,CALL,120,95.67,17000,8/21/2026,WHITE,0,28,F,STOCK,Financials,F,F,95192000000,10261
7/24/2026,10:21:19 AM,PLTR,ML/,50,2.33,,PUT,120,122.85,11650,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,286478000000,3484
7/24/2026,10:21:28 AM,LLY,BLOCK,10,120.05,,CALL,1105,1197.81,120050,8/14/2026,WHITE,0,21,F,STOCK,Health Care,F,T,1037874000000,42
7/24/2026,10:21:28 AM,HOOD,SWEEP,51,4.65,,CALL,100,95.67,23715,8/7/2026,WHITE,0,14,F,STOCK,Financials,F,T,95192000000,339
7/24/2026,10:21:46 AM,CRWV,SWEEP,74,2.8215,,PUT,72,75.095,20879,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,49810000000,917
7/24/2026,10:21:48 AM,HOOD,BLOCK,100,5.8,,CALL,97,95.67,58000,8/7/2026,WHITE,0,14,F,STOCK,Financials,F,T,95192000000,0
7/24/2026,10:22:00 AM,HOOD,BLOCK,12,25,,CALL,100,95.67,30000,6/17/2027,WHITE,0,328,F,STOCK,Financials,F,T,95192000000,5181
7/24/2026,10:22:02 AM,PLTR,BLOCK,40,10.2,,PUT,105,122.85,40800,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,286478000000,15212
7/24/2026,10:22:29 AM,PLTR,BLOCK,55,2.22,,CALL,140,122.85,12210,8/7/2026,WHITE,0,14,F,STOCK,Information Technology,F,T,286478000000,2651
7/24/2026,10:22:32 AM,CRWV,ML/,12,31.62,,CALL,95,75.095,37944,6/16/2028,WHITE,0,693,F,STOCK,Information Technology,F,F,49810000000,0
7/24/2026,10:22:32 AM,CRWV,ML/,12,26.77,,CALL,95,75.095,32124,12/17/2027,WHITE,0,511,F,STOCK,Information Technology,F,F,49810000000,0
7/24/2026,10:23:04 AM,ASML,BLOCK,1,326.95,,CALL,1700,1769.529,32695,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,758742000000,200
7/24/2026,10:23:37 AM,WDC,SWEEP,32,68.6437,,PUT,420,529.11,219660,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,252521000000,91
7/24/2026,10:23:38 AM,LLY,BLOCK,6,105.05,,CALL,1100,1197.81,63030,7/31/2026,WHITE,0,7,F,STOCK,Health Care,F,T,1037874000000,24
7/24/2026,10:23:49 AM,LRCX,BLOCK,25,17,,CALL,320,311.77,42500,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,512158000000,2026
7/24/2026,10:23:52 AM,PLTR,BLOCK,50,8.3,,PUT,100,122.85,41500,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,286478000000,11238
7/24/2026,10:23:53 AM,ASML,BLOCK,5,76.1,,PUT,1600,1769.529,38050,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,758742000000,195
7/24/2026,10:23:56 AM,CRWV,ML/,30,16.99,,PUT,75,75.095,50970,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,49810000000,1104
7/24/2026,10:23:56 AM,CRWV,ML/,30,13.9,,PUT,67.5,75.095,41700,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,49810000000,1193
7/24/2026,10:23:56 AM,CRWV,ML/,30,12.66,,PUT,65,75.095,37980,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,49810000000,5281
7/24/2026,10:23:56 AM,CRWV,ML/,30,18.47,,PUT,77.5,75.095,55410,12/18/2026,WHITE,0,147,F,STOCK,Information Technology,F,F,49810000000,0
7/24/2026,10:24:13 AM,PLTR,BLOCK,69,69.05,B,PUT,170,122.85,476445,12/15/2028,WHITE,0,875,F,STOCK,Information Technology,F,F,286478000000,782
7/24/2026,10:24:15 AM,PLTR,BLOCK,50,9.75,,PUT,100,122.85,48750,2/19/2027,WHITE,0,210,F,STOCK,Information Technology,F,F,286478000000,928
7/24/2026,10:24:35 AM,PLTR,BLOCK,30,11.7,,CALL,130,122.85,35100,10/16/2026,WHITE,0,84,F,STOCK,Information Technology,F,F,286478000000,1959
7/24/2026,10:24:42 AM,HOOD,SWEEP,2285,3.2501,B,CALL,110,95.67,742645,8/21/2026,WHITE,0,28,F,STOCK,Financials,F,F,95192000000,7206
7/24/2026,10:24:48 AM,LRCX,BLOCK,6,43.45,,CALL,310,311.77,26070,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,512158000000,708
7/24/2026,10:24:48 AM,LRCX,SWEEP,7,38.9214,,CALL,320,311.77,27245,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,512158000000,995
7/24/2026,10:24:50 AM,LRCX,BLOCK,42,38.8048,,CALL,320,311.77,162980,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,512158000000,995
7/24/2026,10:24:54 AM,HOOD,BLOCK,33,31.35,B,CALL,100,95.67,103455,12/17/2027,WHITE,0,511,F,STOCK,Financials,F,F,95192000000,10107
7/24/2026,10:24:54 AM,HOOD,SWEEP,15,38.1,,PUT,110,95.67,57150,12/17/2027,WHITE,0,511,F,STOCK,Financials,F,F,95192000000,517
7/24/2026,10:24:56 AM,PLTR,BLOCK,70,2.31,,CALL,126,122.85,16170,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,286478000000,877
7/24/2026,10:24:57 AM,LRCX,ML/,40,6.67,,CALL,350,311.77,26680,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,512158000000,1024
7/24/2026,10:25:01 AM,HOOD,BLOCK,36,10.5,,PUT,80,95.67,37800,1/15/2027,WHITE,0,175,F,STOCK,Financials,F,F,95192000000,9025
7/24/2026,10:25:26 AM,HOOD,BLOCK,28,10.85,,PUT,95,95.67,30380,9/18/2026,WHITE,0,56,F,STOCK,Financials,F,F,95192000000,2451
7/24/2026,10:25:32 AM,PLTR,BLOCK,112,0.98,,PUT,101,122.85,10976,8/7/2026,WHITE,0,14,F,STOCK,Information Technology,F,T,286478000000,0
7/24/2026,10:25:40 AM,LLY,BLOCK,3,86.5,,CALL,1840,1197.81,25950,1/21/2028,WHITE,0,546,F,STOCK,Health Care,F,F,1037874000000,21
7/24/2026,10:25:58 AM,LLY,BLOCK,3,86.3,,CALL,1840,1197.81,25890,1/21/2028,WHITE,0,546,F,STOCK,Health Care,F,F,1037874000000,21
7/24/2026,10:25:59 AM,HOOD,ML/,15,20.61,,PUT,100,95.67,30915,1/15/2027,WHITE,0,175,F,STOCK,Financials,F,F,95192000000,9465
7/24/2026,10:25:59 AM,HOOD,ML/,15,19.1,,PUT,105,95.67,28650,10/16/2026,WHITE,0,84,F,STOCK,Financials,F,F,95192000000,299
7/24/2026,10:26:08 AM,PLTR,BLOCK,69,5.1,,PUT,126,122.85,35190,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,286478000000,1597
7/24/2026,10:26:24 AM,PLTR,BLOCK,20,13.6,,CALL,110,122.85,27200,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,286478000000,636
7/24/2026,10:27:20 AM,PLTR,BLOCK,24,11.7,,CALL,140,122.85,28080,11/20/2026,WHITE,0,119,F,STOCK,Information Technology,F,F,286478000000,2450
7/24/2026,10:27:24 AM,ASML,BLOCK,1,327.85,,CALL,1700,1769.529,32785,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,758742000000,200
7/24/2026,10:27:32 AM,CRWV,BLOCK,150,5.7,,CALL,120,75.095,85500,11/20/2026,WHITE,0,119,F,STOCK,Information Technology,F,F,49810000000,1409
7/24/2026,10:28:13 AM,HOOD,SWEEP,100,1.1,,CALL,110,95.67,11000,7/31/2026,WHITE,0,7,F,STOCK,Financials,F,T,95192000000,2638
7/24/2026,10:28:17 AM,ASML,BLOCK,5,460.906,,CALL,1460,1769.529,230453,1/15/2027,WHITE,0,175,F,STOCK,Information Technology,F,F,758742000000,94
7/24/2026,10:28:26 AM,LRCX,SWEEP,10,61.25,,PUT,230,311.77,61250,1/21/2028,WHITE,0,546,F,STOCK,Information Technology,F,F,512158000000,216
7/24/2026,10:28:29 AM,HOOD,SWEEP,103,15.7008,,PUT,100,95.67,161718,10/16/2026,WHITE,0,84,F,STOCK,Financials,F,F,95192000000,2311
7/24/2026,10:28:55 AM,HOOD,BLOCK,100,1.59,,CALL,120,95.67,15900,8/21/2026,WHITE,0,28,F,STOCK,Financials,F,F,95192000000,10261
7/24/2026,10:29:01 AM,WDC,ML/,1,309.63,,CALL,500,529.11,30963,12/15/2028,WHITE,0,875,F,STOCK,Information Technology,F,F,252521000000,112
7/24/2026,10:29:01 AM,CRWV,BLOCK,16,21.62,,CALL,105,75.095,34592,9/17/2027,WHITE,0,420,F,STOCK,Information Technology,F,F,49810000000,200
7/24/2026,10:29:17 AM,HOOD,BLOCK,24,13.55,,CALL,90,95.67,32520,9/18/2026,WHITE,0,56,F,STOCK,Financials,F,F,95192000000,6928
7/24/2026,10:30:24 AM,LRCX,SWEEP,100,10.901,,PUT,290,311.77,109010,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,512158000000,3310
7/24/2026,10:30:33 AM,WDC,BLOCK,10,32.5,,CALL,530,529.11,32500,7/31/2026,WHITE,0,7,F,STOCK,Information Technology,F,T,252521000000,36
7/24/2026,10:30:33 AM,CRWV,SWEEP,35,9.8509,,CALL,80,75.095,34478,9/18/2026,WHITE,0,56,F,STOCK,Information Technology,F,F,49810000000,3914
7/24/2026,10:30:33 AM,CRWV,BLOCK,10,45,,PUT,120,75.095,45000,8/7/2026,WHITE,0,14,F,STOCK,Information Technology,F,T,49810000000,19
7/24/2026,10:30:41 AM,WDC,ML/,3,115.52,,CALL,550,529.11,34656,11/20/2026,WHITE,0,119,F,STOCK,Information Technology,F,F,252521000000,125
7/24/2026,10:30:41 AM,WDC,ML/,3,123.52,,CALL,530,529.11,37056,11/20/2026,WHITE,0,119,F,STOCK,Information Technology,F,F,252521000000,21
7/24/2026,10:31:07 AM,HOOD,BLOCK,35,18.3,,CALL,160,95.67,64050,1/21/2028,WHITE,0,546,F,STOCK,Financials,F,F,95192000000,1298
7/24/2026,10:31:07 AM,HOOD,SWEEP,118,20.9758,,PUT,90,95.67,247515,6/17/2027,WHITE,0,328,F,STOCK,Financials,F,T,95192000000,1185
7/24/2026,10:31:07 AM,HOOD,BLOCK,18,23.7611,,PUT,95,95.67,42770,6/17/2027,WHITE,0,328,F,STOCK,Financials,F,T,95192000000,0
7/24/2026,10:31:08 AM,HOOD,SWEEP,13,25.5654,,PUT,90,95.67,33235,12/17/2027,WHITE,0,511,F,STOCK,Financials,F,F,95192000000,3797
